"HeroProductID","NeueArtikelnummer","UrspruenglicheArtikelnummer","Bezeichnung","Beschreibung","Preis","Lieferant","Typ","DeaktiviertAm"
"Ge7LRWOXgAA","ALT-GWS.LV23-11.02.7-Ge7L","GWS.LV23-11.02.7","[ALT 173.1306 EUR] GWS.LV23-11.02.7","Angaben über Raum- und Flächenaufteilung:
2 Zimmer Wohneinheit bis 75m² inkl Küche, Diele, Bad
Balkon/ Loggia","173,1306","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRWeXgAA","ALT-GWS.LV23-11.02.8-Ge7L","GWS.LV23-11.02.8","[ALT 133.3847 EUR] GWS.LV23-11.02.8","Angaben über Raum- und Flächenaufteilung:
3 Zimmer Wohneinheit bis 50m² inkl Küche, Diele, Bad
Balkon/ Loggia","133,3847","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRWvXgAA","ALT-GWS.LV23-11.02.9-Ge7L","GWS.LV23-11.02.9","[ALT 140.7949 EUR] GWS.LV23-11.02.9","Angaben über Raum- und Flächenaufteilung:
3 Zimmer Wohneinheit bis 55m² inkl Küche, Diele, Bad
Balkon/ Loggia","140,7949","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRXSXgAA","ALT-GWS.LV23-11.02.11-Ge7L","GWS.LV23-11.02.11","[ALT 181.2145 EUR] GWS.LV23-11.02.11","Angaben über Raum- und Flächenaufteilung:
3 Zimmer Wohneinheit bis 75m² inkl Küche, Diele, Bad
Balkon/ Loggia","181,2145","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRXlXgAA","ALT-GWS.LV23-11.02.12-Ge7L","GWS.LV23-11.02.12","[ALT 185.9302 EUR] GWS.LV23-11.02.12","Angaben über Raum- und Flächenaufteilung:
3 Zimmer Wohneinheit bis 85m² inkl Küche, Diele, Bad
Balkon/ Loggia","185,9302","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRX4XgAA","ALT-GWS.LV23-11.02.13-Ge7L","GWS.LV23-11.02.13","[ALT 189.2985 EUR] GWS.LV23-11.02.13","Angaben über Raum- und Flächenaufteilung:
4 Zimmer Wohneinheit bis 75m² inkl Küche, Diele, Bad
Balkon/ Loggia","189,2985","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRYZXgAA","ALT-GWS.LV23-11.02.15-Ge7L","GWS.LV23-11.02.15","[ALT 220.9605 EUR] GWS.LV23-11.02.15","Angaben über Raum- und Flächenaufteilung:
4 Zimmer Wohneinheit &gt;  100m² inkl Küche, Diele, Bad
Balkon/ Loggia","220,9605","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRYqXgAA","ALT-GWS.LV23-11.02.16-Ge7L","GWS.LV23-11.02.16","[ALT 192.6668 EUR] GWS.LV23-11.02.16","Angaben über Raum- und Flächenaufteilung:
5 Zimmer Wohneinheit bis 100m² inkl Küche, Diele, Bad
Balkon/ Loggia","192,6668","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRY9XgAA","ALT-GWS.LV23-11.02.17-Ge7L","GWS.LV23-11.02.17","[ALT 223.6551 EUR] GWS.LV23-11.02.17","Angaben über Raum- und Flächenaufteilung:
5 Zimmer Wohneinheit &gt;100m² inkl Küche, Diele, Bad
Balkon/ Loggia","223,6551","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRZOXgAA","ALT-GWS.LV23-12.01.1-Ge7L","GWS.LV23-12.01.1","[ALT 5200.6552 EUR] GWS.LV23-12.01.1","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 3,5 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte wie z.B: WC, WT, Dusche, Wanne, Halter Griffe o-ä. inkl der sofortigen, fachgerechten Entsorgung.

-14 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen in Unterschiedlichen Dimensionen und Stärken im Dickbett/ Dünnbett inkl.
Rückbau von vorh. Sockelfliesen bis auf den tragfähigen Untergrund sowie der staubarme Abtransport des Bauschutts.        Entsorgung nach AVV Schlüssel
Transportwege des Schutts bis in den vorgesehenen Entsorgungsbehälter ( ggf. Container ) sind in den Einheitpreis einzukalkulieren und werden nicht gesondert vergütet.

- Überprüfung vorhandener Leitungsführungen sowie Abwasserleitungen auf Funktion und Dichtigkeit,
sofern diese erhalten und in Funkltion bleiben.

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen einschl. Entsorgung bis zum Steigestrang , sofern erf.od. nach Planung.

- Teile von Steigesträngen freilegen, rückbauen, entsorgen und neue Leitung für Abwasser, Frischwasser fachgerecht liefern und montieren. Rohrdurchführungen entsprechend der DIN-Brandschutzanforderung verschließen.

- Wasseranschluss an Steigestrang herstellen einschl. Einbau eines UP Ventils, UP -Montageblock für Wasserzähler.

- Verlegung von Kalt und Warmwasserleitungen inkl. Isolierung bis hin zu den jeweiligen Einbauobjekten.

- Verlegung Abwasserleitungen inkl.Isolierung vom Steigesrang bis hin zu den jeweiligen Einbauobjekten.

-3,8 m² Errichtung von Vorsatzschalen, nach od. in Abstimmung mit TGA Rohmontagen in unterschiedlichen Dimensionen ca. h= 1,2 m ( WT u WC  ) / raumhoch ( Duschbereichswände) d = bis ca. 20 cm mittels Metallständerwerksprofilen  und deren nachrangige Bekleidung mit GKBI oder zementgebundenPlatten doppellagig 2x12,5 mm,  einschl Einarbeitung von Eckschutzschienen.
Errichtung VSS nach Herstellervorschrift.

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen ( bis  l = 3 m b=0,3 m/ h= 0,3m)
im Bereich von Anschluss- bzw. Abflussleitungen oder Steigleitungen. mittels Metallständerwerksprofilen, GKBI oder zementgebundenPlatten, doppellagig 2x12,5 mm,
einschl Einarbeitung von Eckschutzschienen.
Errichtung VSS nach Herstellervorschrift.

- bis 3,5 m² Reinigen des Untergrunds von grober Verschmutzung.

- bis 7 m² Bodenabdichtung W2-I,nach DIN 18543, innen sowie Wandabdichtung W1-I, nach DIN 18534, innen
inkl. aller Rand-, Anschluss,- Bewegungsfugen,  Außenecken u. Innenecken sowie Abdichten von   Rohrdurchführungen aller Dimensionen in Boden und Wand sowie möglicher Bodenabläufe.

-ca.7 m Schnittschutzband für Verbundabdichtungen
bei Fugenrevision/ Silikonfugen auf den fertig in die Verbundabdichtung eingebetteten Dichtbändern verklebt, vor Klebemörtelauftrag.

- 9,5m² Wandfliesen und Bodenbefliesung
Verband Wandfliesen: wilder Verband
Verband Bodenfliesen: wilder Verband
inkl  Ansetzen von Flexmörtel im Dünnbettverfahren, inkl  aller notwendiger Löcher im Fliesenbelag zur Durchfühurng von Installationen, Größe:  20-110mm
inkl.Verfugen mit zementären,variablenFlexfugenmörtel,
Farbton Wandflächen: silber -grau
Farbton Bodenflächen: zement -grau
Fugenmörtel entspricht CG2 WA gemäß DIN EN 13888

-4 m Abschlussprofil horizontal/ vertikal aus gebürstetem Edelstahl für Innen und Außenecken zum bündigen Einbau mit Wandbelag aus Fliesen
an oberen Abschluss,
seitlichen Abschluss ,
sowie an Außenkanten
inkl Anzahl benötigter Winckelverbinder und Abdeckverschlüsse.

- 2,5 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz , wasserabweisend, auf geeigneten vorbereiteten Untergrund
ca. 10 -15mm dick auftragen, eben u. fluchtrecht verzogen, nach dem Ansteifen nachgeschabt,
und geglättet/ gefilzt und den Nebenputzflächen angleichen.

-14 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
an Wand und Deckenflächen auftragen.

-14m² Wand,- und Deckenspachtel feuchtraumgeeignet und vollflächig 2 lagig aufbringen, einschl. Schleifarbeiten.
Schichtdicke pro Auftrag: max 2 mm
Oberflächenqualität: Q2 ,geglättet
Wandhöhen:  bis 2,60 m ab OKFFB
Das Schleifgut ist abzusaugen und zu entsorgen.

- 14 m² Tiefengrund an verspachtelten Wand und Deckenflächen auftragen.

-14 m² Zwischenanstrich  und  Schlussanstrich
von Wand und Deckenflächen mit emissionsarm, lösemittel- und weichmacherfrei, TÜV o. AgBB schadstoffgeprüft, mit langer Offenzeit,
sehr gut deckend, mit hervorragendem Oberflächenbild, hoch wasserdampfdiffusionsfähig,
Nassabriebbeständigkeit: Klasse 2
Glanzgrad: stumpfmatt
Standardfarbton: weiß

-25 m Versiegelung aller Rand-, Anschluss- und           Bewegungsfugen sowie Einrichtungsgegenstände,
 mit Silikon / Acryl-Dichtstoffen.

Sanitärobjekten, liefern und montieren wie folgt:
-Standard-Dusche, Duschplan Kaldewei. 
 Abmessungen: 800, mm x 800  Höhe: 65 mm
-Badheizkörper aus senkrechten und waagerechten          Stahlrohrprofilen, grundiert und einbrennlackiert,      weiß einschließlich Konsolen und Haltern,
 Blind- und Entlüftungsstopfen,
 Ventilhahnblock und Fühlerelement
 Dimension: bis 450 x 1800 mm
-Hänge-WC mit Betätigungsplatte inkl. Vorwand-           installation und WC-Sitz mit Deckel (weiß, ohne         Absenkautomatik), Betätigungsplatte,  Schallschutzset
-Waschtisch inkl. Vorwandinstallation inkl.              Standventil, Eckventil, Röhrensifon, Schallschutzset
 und 2 Eckventilen
-Einhand-Brausebatterie, Wandstange u. Schlauch,
-Einhandmischer für Waschtisch / Handwaschbecken
-Handtuchhalter,
-Toilettenpapierhalter.
-Brausevorhangstange --&gt; kommt nicht zur Ausführung !!
Abzug in Bad- Pauschale entsprechend EP Bepreisung!
passend zur Duschtasse (ggf. auch U-Form) , 
inkl aller erf. Wandkonsolen,
Rohrbogen u. notwendiger Befestigungsmittel.

Elektroneuinstallation der Räumlichkeit wie folgt:
-Anlieferung Material sowie Entsorgung der angefallenen  Restmülls aus Schutt u. Verpackungen u.ä.
-neuer Anschlussleitung für einen Durchlauferhitzer/     eine Therme, (ggf. Versetzen der Leitung an einen       abweichenden Ort innerhalb der Räumlichkeit
-neuer Anschlussleitung für einen Niederdruckspeicher
 sowie Beleuchtung wie folgt:
 1X Ausschaltung mit einer Brennstelle/ Lichtauslass     mit Lüsterklemme
 2X Schukosteckdose
 1XWandlampenauslass - Dauerstrom


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5200,6552","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRZhXgAA","ALT-GWS.LV23-12.01.2-Ge7L","GWS.LV23-12.01.2","[ALT 5402.7532 EUR] GWS.LV23-12.01.2","Einzutragen ist der pauschale Einheitspreis
zur fachgerechten Erbringung der im Leistungspaket geforderten Arbeiten zur Sanierung eines Wohnungsbads
mit Wannenausführung","5402,7532","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRZ1XgAA","ALT-GWS.LV23-12.02.1-Ge7L","GWS.LV23-12.02.1","[ALT 5321.914 EUR] GWS.LV23-12.02.1","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 4,5 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte Leistungsbeschreibung wie Titel 1

-17 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen
Leistungsbeschreibung wie Titel 1

- Überprüfung vorhandener Leitungsführungen  Leistungsbeschreibung wie Titel 1

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen
Leistungsbeschreibung wie Titel 1

- Teile von Steigesträngen freilegen, rückbauen, Leistungsbeschreibung wie Titel 1

- Wasseranschluss an Steigestrang herstellen  Leistungsbeschreibung wie Titel 1

- Verlegung von Kalt und Warmwasserleitungen 
Leistungsbeschreibung wie Titel 1

- Verlegung Abwasserleitungen 
Leistungsbeschreibung wie Titel 1

-6,5 m² Errichtung von Vorsatzschalen,
Leistungsbeschreibung wie Titel 1

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen 
Leistungsbeschreibung wie Titel 1

- bis 4,5 m² Reinigen des Untergrunds 
Leistungsbeschreibung wie Titel 1

- bis 11 m² Bodenabdichtung  sowie Wandabdichtung
Leistungsbeschreibung wie Titel 1

-ca.8,5 m Schnittschutzband
Leistungsbeschreibung wie Titel 1

- 13,5m² Wandfliesen und Bodenbefliesung
Leistungsbeschreibung wie Titel 1

- 5 m Abschlussprofil horizontal/ vertikal
Leistungsbeschreibung wie Titel 1

- 3 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz
Leistungsbeschreibung wie Titel 1

-16,5 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
an Wand und Deckenflächen auftragen.

-16,5m² Wand,- und Deckenspachtel 
Leistungsbeschreibung wie Titel 1

- 16,5 m² Tiefengrund
Leistungsbeschreibung wie Titel 1

-16,5 m² Zwischenanstrich  und  Schlussanstrich
Leistungsbeschreibung wie Titel 1

-27 m Versiegelung 
Leistungsbeschreibung wie Titel 1

- Sanitärobjekten, liefern und montieren wie folgt:
Leistungsbeschreibung wie Titel 1

Elektroneuinstallation 
Leistungsbeschreibung wie Titel 1


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5321,914","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRaEXgAA","ALT-GWS.LV23-12.02.2-Ge7L","GWS.LV23-12.02.2","[ALT 5564.4316 EUR] GWS.LV23-12.02.2","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 4,5 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte Leistungsbeschreibung wie Titel 1

-17 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen
Leistungsbeschreibung wie Titel 1

- Überprüfung vorhandener Leitungsführungen  Leistungsbeschreibung wie Titel 1

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen
Leistungsbeschreibung wie Titel 1

- Teile von Steigesträngen freilegen, rückbauen, Leistungsbeschreibung wie Titel 1

- Wasseranschluss an Steigestrang herstellen  Leistungsbeschreibung wie Titel 1

- Verlegung von Kalt und Warmwasserleitungen 
Leistungsbeschreibung wie Titel 1

- Verlegung Abwasserleitungen 
Leistungsbeschreibung wie Titel 1

-6,5 m² Errichtung von Vorsatzschalen,
Leistungsbeschreibung wie Titel 1

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen 
Leistungsbeschreibung wie Titel 1

- bis 4,5 m² Reinigen des Untergrunds 
Leistungsbeschreibung wie Titel 1

- bis 11 m² Bodenabdichtung  sowie Wandabdichtung
Leistungsbeschreibung wie Titel 1

-ca.8,5 m Schnittschutzband
Leistungsbeschreibung wie Titel 1

- 13,5m² Wandfliesen und Bodenbefliesung
Leistungsbeschreibung wie Titel 1

- 5 m Abschlussprofil horizontal/ vertikal
Leistungsbeschreibung wie Titel 1

- 3 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz
Leistungsbeschreibung wie Titel 1

-16,5 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
an Wand und Deckenflächen auftragen.

-16,5m² Wand,- und Deckenspachtel 
Leistungsbeschreibung wie Titel 1

- 16,5 m² Tiefengrund
Leistungsbeschreibung wie Titel 1

-16,5 m² Zwischenanstrich  und  Schlussanstrich
Leistungsbeschreibung wie Titel 1

-27 m Versiegelung 
Leistungsbeschreibung wie Titel 1

- Sanitärobjekten, liefern und montieren wie folgt:
Leistungsbeschreibung wie Titel 1

Elektroneuinstallation 
Leistungsbeschreibung wie Titel 1


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5564,4316","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRaWXgAA","ALT-GWS.LV23-12.03.1-Ge7L","GWS.LV23-12.03.1","[ALT 5510.5388 EUR] GWS.LV23-12.03.1","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 6 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte
Leistungsbeschreibung wie Titel 1

-22 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen
Leistungsbeschreibung wie Titel 1

- Überprüfung vorhandener Leitungsführungen
Leistungsbeschreibung wie Titel 1

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen
Leistungsbeschreibung wie Titel 1

- Teile von Steigesträngen freilegen, rückbauen,
Leistungsbeschreibung wie Titel 1

- Wasseranschluss an Steigestrang herstellen
Leistungsbeschreibung wie Titel 1

- Verlegung von Kalt und Warmwasserleitungen
Leistungsbeschreibung wie Titel 1

- Verlegung Abwasserleitungen
Leistungsbeschreibung wie Titel 1

-4 m² Errichtung von Vorsatzschalen
Leistungsbeschreibung wie Titel 1

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen
Leistungsbeschreibung wie Titel 1

- bis 6 m² Reinigen des Untergrunds
Leistungsbeschreibung wie Titel 1

- bis 12 m² Bodenabdichtung sowie Wandabdichtung
Leistungsbeschreibung wie Titel 1

-ca.11 m Schnittschutzband
Leistungsbeschreibung wie Titel 1

- 14m² Wandfliesen und Bodenbefliesung
Leistungsbeschreibung wie Titel 1

- 6 m Abschlussprofil horizontal/ vertikal 
Leistungsbeschreibung wie Titel 1

- 3,5 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz
Leistungsbeschreibung wie Titel 1

-22 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
an Wand und Deckenflächen auftragen.

-22m² Wand,- und Deckenspachtel
Leistungsbeschreibung wie Titel 1

- 22 m² Tiefengrund
Leistungsbeschreibung wie Titel 1

-22 m² Zwischenanstrich  und  Schlussanstrich
Leistungsbeschreibung wie Titel 1

-40 m Versiegelung 
Leistungsbeschreibung wie Titel 1

- Sanitärobjekten, liefern und montieren
Leistungsbeschreibung wie Titel 1

Elektroneuinstallation
Leistungsbeschreibung wie Titel 1


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5510,5388","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRaqXgAA","ALT-GWS.LV23-12.03.2-Ge7L","GWS.LV23-12.03.2","[ALT 5699.1636 EUR] GWS.LV23-12.03.2","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 6 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte
Leistungsbeschreibung wie Titel 1

-22 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen
Leistungsbeschreibung wie Titel 1

- Überprüfung vorhandener Leitungsführungen
Leistungsbeschreibung wie Titel 1

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen
Leistungsbeschreibung wie Titel 1

- Teile von Steigesträngen freilegen, rückbauen,
Leistungsbeschreibung wie Titel 1

- Wasseranschluss an Steigestrang herstellen
Leistungsbeschreibung wie Titel 1

- Verlegung von Kalt und Warmwasserleitungen
Leistungsbeschreibung wie Titel 1

- Verlegung Abwasserleitungen
Leistungsbeschreibung wie Titel 1

-4 m² Errichtung von Vorsatzschalen
Leistungsbeschreibung wie Titel 1

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen
Leistungsbeschreibung wie Titel 1

- bis 6 m² Reinigen des Untergrunds
Leistungsbeschreibung wie Titel 1

- bis 12 m² Bodenabdichtung sowie Wandabdichtung
Leistungsbeschreibung wie Titel 1

-ca.11 m Schnittschutzband
Leistungsbeschreibung wie Titel 1

- 14m² Wandfliesen und Bodenbefliesung
Leistungsbeschreibung wie Titel 1

- 6 m Abschlussprofil horizontal/ vertikal 
Leistungsbeschreibung wie Titel 1

- 3,5 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz
Leistungsbeschreibung wie Titel 1

-22 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
an Wand und Deckenflächen auftragen.

-22m² Wand,- und Deckenspachtel
Leistungsbeschreibung wie Titel 1

- 22 m² Tiefengrund
Leistungsbeschreibung wie Titel 1

-22 m² Zwischenanstrich  und  Schlussanstrich
Leistungsbeschreibung wie Titel 1

-40 m Versiegelung 
Leistungsbeschreibung wie Titel 1

- Sanitärobjekten, liefern und montieren
Leistungsbeschreibung wie Titel 1

Elektroneuinstallation
Leistungsbeschreibung wie Titel 1


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5699,1636","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRa_XgAA","ALT-GWS.LV23-12.04.1-Ge7L","GWS.LV23-12.04.1","[ALT 5645.2708 EUR] GWS.LV23-12.04.1","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 3,5 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte 
Leistungsbeschreibung wie Titel 1

-25 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen
Leistungsbeschreibung wie Titel 1

- Überprüfung vorhandener Leitungsführungen
Leistungsbeschreibung wie Titel 1

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen
Leistungsbeschreibung wie Titel 1

- Teile von Steigesträngen freilegen, rückbauen, 
Leistungsbeschreibung wie Titel 1

- Wasseranschluss an Steigestrang herstellen
Leistungsbeschreibung wie Titel 1

- Verlegung von Kalt und Warmwasserleitungen
Leistungsbeschreibung wie Titel 1

- Verlegung Abwasserleitungen 
Leistungsbeschreibung wie Titel 1

-6 m² Errichtung von Vorsatzschalen
Leistungsbeschreibung wie Titel 1

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen
Leistungsbeschreibung wie Titel 1

- bis 7,5 m² Reinigen des Untergrunds
Leistungsbeschreibung wie Titel 1

- bis 13 m² Bodenabdichtung sowie Wandabdichtung 
Leistungsbeschreibung wie Titel 1

-ca.12 m Schnittschutzband
Leistungsbeschreibung wie Titel 1

- 15,5m² Wandfliesen und Bodenbefliesung
Leistungsbeschreibung wie Titel 1

-6,5 m Abschlussprofil horizontal/ vertikal 
Leistungsbeschreibung wie Titel 1

- 4 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz
Leistungsbeschreibung wie Titel 1

-28 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
Leistungsbeschreibung wie Titel 1

-28m² Wand,- und Deckenspachtel
Leistungsbeschreibung wie Titel 1

- 28 m² Tiefengrund 
Leistungsbeschreibung wie Titel 1

-28 m² Zwischenanstrich  und  Schlussanstrich
Leistungsbeschreibung wie Titel 1

-42 m Versiegelung 
Leistungsbeschreibung wie Titel 1

- Sanitärobjekten, liefern und montieren
Leistungsbeschreibung wie Titel 1

Elektroneuinstallation
Leistungsbeschreibung wie Titel 1


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5645,2708","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRbRXgAA","ALT-GWS.LV23-12.04.2-Ge7L","GWS.LV23-12.04.2","[ALT 5833.8956 EUR] GWS.LV23-12.04.2","Unternehmerische Ausführung von gesamtheitlichen Leistungen gem. nachstehender Beschreibung
für Badgrößen bis 3,5 m² Grundfläche.

- 1 Psch Rückbau vorhandener Sanitärobjekte 
Leistungsbeschreibung wie Titel 1

-25 m² Rückbau vorhandener ( ggf. auch mehrlagiger ) Wand-, und Bodenfliesen
Leistungsbeschreibung wie Titel 1

- Überprüfung vorhandener Leitungsführungen
Leistungsbeschreibung wie Titel 1

- Nicht mehr benötigte Be- und Entässerungsleitungen freilegen, rückbauen
Leistungsbeschreibung wie Titel 1

- Teile von Steigesträngen freilegen, rückbauen, 
Leistungsbeschreibung wie Titel 1

- Wasseranschluss an Steigestrang herstellen
Leistungsbeschreibung wie Titel 1

- Verlegung von Kalt und Warmwasserleitungen
Leistungsbeschreibung wie Titel 1

- Verlegung Abwasserleitungen 
Leistungsbeschreibung wie Titel 1

-6 m² Errichtung von Vorsatzschalen
Leistungsbeschreibung wie Titel 1

- 1 Stk Erstellung div. TB-  horiz. u. vertikaler Abkastungen
Leistungsbeschreibung wie Titel 1

- bis 7,5 m² Reinigen des Untergrunds
Leistungsbeschreibung wie Titel 1

- bis 13 m² Bodenabdichtung sowie Wandabdichtung 
Leistungsbeschreibung wie Titel 1

-ca.12 m Schnittschutzband
Leistungsbeschreibung wie Titel 1

- 15,5m² Wandfliesen und Bodenbefliesung
Leistungsbeschreibung wie Titel 1

-6,5 m Abschlussprofil horizontal/ vertikal 
Leistungsbeschreibung wie Titel 1

- 4 m² Putzausbrüche/ Fehlstellen/ Schlitze mittels Kalk-Zement-als Unter- und Oberputz
Leistungsbeschreibung wie Titel 1

-28 m² Tiefengrund, Speer/ Isolier- ggf. Haftgrund
Leistungsbeschreibung wie Titel 1

-28m² Wand,- und Deckenspachtel
Leistungsbeschreibung wie Titel 1

- 28 m² Tiefengrund 
Leistungsbeschreibung wie Titel 1

-28 m² Zwischenanstrich  und  Schlussanstrich
Leistungsbeschreibung wie Titel 1

-42 m Versiegelung 
Leistungsbeschreibung wie Titel 1

- Sanitärobjekten, liefern und montieren
Leistungsbeschreibung wie Titel 1

Elektroneuinstallation
Leistungsbeschreibung wie Titel 1


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","5833,8956","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
